word,pronunciation,difficulty,categories,definition,examples,usage_notes,collocations
wash,,intermediate,"[""Everyday Conversation""]","Clean with water and, typically, soap or detergent","[""She washed the dishes after dinner.""]",,"[""wash clothes, wash the car""]"
waste,,intermediate,"[""Everyday Conversation""]","Use or expend carelessly, extravagantly, or to no purpose","[""Don't waste your food.""]",,"[""waste time, waste money""]"
watch,,intermediate,"[""Everyday Conversation""]",Look at or observe attentively over a period of time,"[""He likes to watch movies.""]",,"[""watch TV, watch closely""]"
water,,intermediate,"[""Everyday Conversation""]","A clear, colorless, odorless, and tasteless liquid, essential for most plant and animal life and the most widely used solvent","[""She poured water into the glass.""]",,"[""drink water, fresh water""]"
wave,,intermediate,"[""Everyday Conversation""]",Move one's hand to and fro in greeting or as a signal,"[""They waved goodbye.""]",,"[""wave goodbye, wave to""]"
way,,intermediate,"[""Everyday Conversation""]","A method, style, or manner of doing something; an approach to something","[""There is no easy way to do this.""]",,"[""find a way, new way""]"
we,,intermediate,"[""Everyday Conversation""]",Used by a speaker to refer to himself or herself and one or more other people considered together,"[""We are going to the park.""]",,"[""we are, we have""]"
weak,,intermediate,"[""Everyday Conversation""]",Lacking the power to perform physically demanding tasks; having little physical strength or energy,"[""She felt weak after the illness.""]",,"[""feel weak, weak point""]"
weakness,,intermediate,"[""Everyday Conversation""]",The state or condition of lacking strength,"[""His greatest weakness is his inability to lie.""]",,"[""show weakness, strength and weakness""]"
wealth,,intermediate,"[""Everyday Conversation""]",An abundance of valuable possessions or money,"[""He accumulated his wealth through hard work.""]",,"[""accumulate wealth, wealth and power""]"
weapon,,intermediate,"[""Everyday Conversation""]",A thing designed or used for inflicting bodily harm or physical damage,"[""The soldier carried a weapon.""]",,"[""carry a weapon, weapon of choice""]"
wear,,intermediate,"[""Everyday Conversation""]","Have on one's body or a part of one's body as clothing, decoration, protection, or for some other purpose","[""She likes to wear colorful clothes.""]",,"[""wear a hat, wear clothes""]"
weather,,intermediate,"[""Everyday Conversation""]","The state of the atmosphere at a place and time as regards heat, dryness, sunshine, wind, rain, etc.","[""The weather is sunny today.""]",,"[""bad weather, weather forecast""]"
web,,intermediate,"[""Everyday Conversation""]","A network of fine threads constructed by a spider from fluid secreted by its spinnerets, used to catch its prey","[""The spider spun a web.""]",,"[""spider web, tangled web""]"
website,,intermediate,"[""Everyday Conversation""]",A location connected to the Internet that maintains one or more pages on the World Wide Web,"[""She created a website for her business.""]",,"[""create a website, website address""]"
wedding,,intermediate,"[""Everyday Conversation""]","A marriage ceremony, especially considered as including the associated celebrations","[""They are planning a big wedding.""]",,"[""wedding day, wedding dress""]"
week,,intermediate,"[""Everyday Conversation""]",A period of seven days,"[""She goes to the gym three times a week.""]",,"[""week long, work week""]"
weekend,,intermediate,"[""Everyday Conversation""]","The period from Friday evening through Sunday evening, especially regarded as a time for leisure","[""We are planning a trip for the weekend.""]",,"[""long weekend, weekend plans""]"
weekly,,intermediate,"[""Everyday Conversation""]","Done, produced, or occurring once a week","[""She writes a weekly column.""]",,"[""weekly meeting, weekly report""]"
weigh,,intermediate,"[""Everyday Conversation""]","Find out how heavy (someone or something) is, typically using scales","[""He weighs himself every morning.""]",,"[""weigh yourself, weigh the options""]"
weight,,intermediate,"[""Everyday Conversation""]","A body's relative mass or the quantity of matter contained by it, giving rise to a downward force; the heaviness of a person or thing","[""She is trying to lose weight.""]",,"[""lose weight, gain weight""]"
welcome,,intermediate,"[""Everyday Conversation""]","Greet (someone) in a glad, polite, or friendly way","[""They welcomed the guests warmly.""]",,"[""warm welcome, welcome message""]"
well,,intermediate,"[""Everyday Conversation""]",In a good or satisfactory way,"[""She did well on her exam.""]",,"[""do well, well done""]"
west,,intermediate,"[""Everyday Conversation""]","The direction toward the point of the horizon where the sun sets at the equinoxes, on the left-hand side of a person facing north, or the part of the horizon lying in this direction","[""The sun sets in the west.""]",,"[""face west, west coast""]"
western,,intermediate,"[""Everyday Conversation""]","Living in or originating from the West, in particular Europe or the United States","[""She prefers western movies.""]",,"[""western culture, western hemisphere""]"
wet,,intermediate,"[""Everyday Conversation""]",Covered or saturated with water or another liquid,"[""His clothes were wet from the rain.""]",,"[""wet clothes, get wet""]"
what,,intermediate,"[""Everyday Conversation""]",Asking for information specifying something,"[""What is your name?""]",,"[""what time, what color""]"
whatever,,intermediate,"[""Everyday Conversation""]",Used to emphasize a lack of restriction in referring to anything or amount,"[""Take whatever you like.""]",,"[""whatever you want, do whatever""]"
wheel,,intermediate,"[""Everyday Conversation""]",A circular object that revolves on an axle and forms part of a machine,"[""The wheel of the car needs to be replaced.""]",,"[""steering wheel, bicycle wheel""]"
when,,intermediate,"[""Everyday Conversation""]",At what time,"[""When is your birthday?""]",,"[""when is, since when""]"
whenever,,intermediate,"[""Everyday Conversation""]",At whatever time; on whatever occasion,"[""Call me whenever you want.""]",,"[""whenever possible, whenever necessary""]"
where,,intermediate,"[""Everyday Conversation""]",In or to what place or position,"[""Where do you live?""]",,"[""where are you, from where""]"
whereas,,intermediate,"[""Everyday Conversation""]",In contrast or comparison with the fact that,"[""He is short, whereas his brother is tall.""]",,"[""whereas, however""]"
wherever,,intermediate,"[""Everyday Conversation""]",In or to any place or every place,"[""We can go wherever you like.""]",,"[""wherever you go, wherever possible""]"
whether,,intermediate,"[""Everyday Conversation""]",Expressing a doubt or choice between alternatives,"[""I don't know whether to go or stay.""]",,"[""whether or not, decide whether""]"
which,,intermediate,"[""Everyday Conversation""]",Asking for information specifying one or more people or things from a definite set,"[""Which color do you prefer?""]",,"[""which one, in which""]"
while,,intermediate,"[""Everyday Conversation""]",A period of time,"[""He worked for a while.""]",,"[""a while, quite a while""]"
whisper,,intermediate,"[""Everyday Conversation""]",Speak very softly using one's breath without vocal cords,"[""She whispered a secret to her friend.""]",,"[""whisper softly, whisper in""]"
whistle,,intermediate,"[""Everyday Conversation""]","A clear, high-pitched sound made by forcing breath through a small hole between partly closed lips, or between one's teeth","[""He whistled a happy tune.""]",,"[""blow a whistle, police whistle""]"
white,,intermediate,"[""Everyday Conversation""]","Of the color of milk or fresh snow, due to the reflection of most wavelengths of visible light; the opposite of black","[""She wore a white dress.""]",,"[""white shirt, white snow""]"
who,,intermediate,"[""Everyday Conversation""]",What or which person or people,"[""Who is that person?""]",,"[""who is, who are""]"
whoever,,intermediate,"[""Everyday Conversation""]",The person or people who; any person who,"[""Whoever finds the key can open the door.""]",,"[""whoever wants, whoever comes""]"
whole,,intermediate,"[""Everyday Conversation""]",All of; entire,"[""He spent the whole day at the beach.""]",,"[""whole day, whole time""]"
whom,,intermediate,"[""Everyday Conversation""]",Used instead of 'who' as the object of a verb or preposition,"[""To whom should I address the letter?""]",,"[""to whom, whom should""]"
whose,,intermediate,"[""Everyday Conversation""]",Belonging to or associated with which person,"[""Whose book is this?""]",,"[""whose turn, whose idea""]"
why,,intermediate,"[""Everyday Conversation""]",For what reason or purpose,"[""Why are you late?""]",,"[""why not, reason why""]"
wide,,intermediate,"[""Everyday Conversation""]",Of great or more than average width,"[""The river is very wide.""]",,"[""wide range, wide variety""]"
widely,,intermediate,"[""Everyday Conversation""]",Over a large area or range; extensively,"[""He is widely known for his generosity.""]",,"[""widely used, widely accepted""]"
width,,intermediate,"[""Everyday Conversation""]",The measurement or extent of something from side to side,"[""The width of the table is 1 meter.""]",,"[""measure the width, width of""]"
wife,,intermediate,"[""Everyday Conversation""]",A married woman considered in relation to her spouse,"[""His wife is a doctor.""]",,"[""loving wife, his wife""]"
