word,pronunciation,difficulty,categories,definition,examples,usage_notes,collocations
west,,intermediate,"[""Everyday Conversation""]","The direction toward the point of the horizon where the sun sets at the equinoxes, on the left-hand side of a person facing north, or the part of the horizon lying in this direction","[""The sun sets in the west.""]",,"[""face west, west coast""]"
western,,intermediate,"[""Everyday Conversation""]","Living in or originating from the West, in particular Europe or the United States","[""She prefers western movies.""]",,"[""western culture, western hemisphere""]"
wet,,intermediate,"[""Everyday Conversation""]",Covered or saturated with water or another liquid,"[""His clothes were wet from the rain.""]",,"[""wet clothes, get wet""]"
what,,intermediate,"[""Everyday Conversation""]",Asking for information specifying something,"[""What is your name?""]",,"[""what time, what color""]"
whatever,,intermediate,"[""Everyday Conversation""]",Used to emphasize a lack of restriction in referring to anything or amount,"[""Take whatever you like.""]",,"[""whatever you want, do whatever""]"
wheel,,intermediate,"[""Everyday Conversation""]",A circular object that revolves on an axle and forms part of a machine,"[""The wheel of the car needs to be replaced.""]",,"[""steering wheel, bicycle wheel""]"
when,,intermediate,"[""Everyday Conversation""]",At what time,"[""When is your birthday?""]",,"[""when is, since when""]"
whenever,,intermediate,"[""Everyday Conversation""]",At whatever time; on whatever occasion,"[""Call me whenever you want.""]",,"[""whenever possible, whenever necessary""]"
where,,intermediate,"[""Everyday Conversation""]",In or to what place or position,"[""Where do you live?""]",,"[""where are you, from where""]"
whereas,,intermediate,"[""Everyday Conversation""]",In contrast or comparison with the fact that,"[""He is short, whereas his brother is tall.""]",,"[""whereas, however""]"
wherever,,intermediate,"[""Everyday Conversation""]",In or to any place or every place,"[""We can go wherever you like.""]",,"[""wherever you go, wherever possible""]"
whether,,intermediate,"[""Everyday Conversation""]",Expressing a doubt or choice between alternatives,"[""I don't know whether to go or stay.""]",,"[""whether or not, decide whether""]"
which,,intermediate,"[""Everyday Conversation""]",Asking for information specifying one or more people or things from a definite set,"[""Which color do you prefer?""]",,"[""which one, in which""]"
while,,intermediate,"[""Everyday Conversation""]",A period of time,"[""He worked for a while.""]",,"[""a while, quite a while""]"
whisper,,intermediate,"[""Everyday Conversation""]",Speak very softly using one's breath without vocal cords,"[""She whispered a secret to her friend.""]",,"[""whisper softly, whisper in""]"
whistle,,intermediate,"[""Everyday Conversation""]","A clear, high-pitched sound made by forcing breath through a small hole between partly closed lips, or between one's teeth","[""He whistled a happy tune.""]",,"[""blow a whistle, police whistle""]"
white,,intermediate,"[""Everyday Conversation""]","Of the color of milk or fresh snow, due to the reflection of most wavelengths of visible light; the opposite of black","[""She wore a white dress.""]",,"[""white shirt, white snow""]"
who,,intermediate,"[""Everyday Conversation""]",What or which person or people,"[""Who is that person?""]",,"[""who is, who are""]"
whoever,,intermediate,"[""Everyday Conversation""]",The person or people who; any person who,"[""Whoever finds the key can open the door.""]",,"[""whoever wants, whoever comes""]"
whole,,intermediate,"[""Everyday Conversation""]",All of; entire,"[""He spent the whole day at the beach.""]",,"[""whole day, whole time""]"
whom,,intermediate,"[""Everyday Conversation""]",Used instead of 'who' as the object of a verb or preposition,"[""To whom should I address the letter?""]",,"[""to whom, whom should""]"
whose,,intermediate,"[""Everyday Conversation""]",Belonging to or associated with which person,"[""Whose book is this?""]",,"[""whose turn, whose idea""]"
why,,intermediate,"[""Everyday Conversation""]",For what reason or purpose,"[""Why are you late?""]",,"[""why not, reason why""]"
wide,,intermediate,"[""Everyday Conversation""]",Of great or more than average width,"[""The river is very wide.""]",,"[""wide range, wide variety""]"
widely,,intermediate,"[""Everyday Conversation""]",Over a large area or range; extensively,"[""He is widely known for his generosity.""]",,"[""widely used, widely accepted""]"
width,,intermediate,"[""Everyday Conversation""]",The measurement or extent of something from side to side,"[""The width of the table is 1 meter.""]",,"[""measure the width, width of""]"
wife,,intermediate,"[""Everyday Conversation""]",A married woman considered in relation to her spouse,"[""His wife is a doctor.""]",,"[""loving wife, his wife""]"
wild,,intermediate,"[""Everyday Conversation""]",Living or growing in the natural environment; not domesticated or cultivated,"[""They saw wild animals in the forest.""]",,"[""wild animal, wild nature""]"
wildly,,intermediate,"[""Everyday Conversation""]",In a wild or uncontrolled manner,"[""The horse ran wildly through the field.""]",,"[""wildly successful, wildly popular""]"
will,,intermediate,"[""Everyday Conversation""]",Expressing the future tense,"[""She will go to the party.""]",,"[""will go, will do""]"
willing,,intermediate,"[""Everyday Conversation""]","Ready, eager, or prepared to do something","[""He is willing to help.""]",,"[""willing to, very willing""]"
willingly,,intermediate,"[""Everyday Conversation""]",Readily and enthusiastically,"[""She willingly accepted the offer.""]",,"[""willingly agree, willingly participate""]"
willingness,,intermediate,"[""Everyday Conversation""]",The quality or state of being prepared to do something; readiness,"[""His willingness to learn is commendable.""]",,"[""show willingness, express willingness""]"
win,,intermediate,"[""Everyday Conversation""]",Be successful or victorious in (a contest or conflict),"[""She hopes to win the race.""]",,"[""win a game, win a prize""]"
wind 1,,intermediate,"[""Everyday Conversation""]",Move in or take a twisting or spiral course,"[""The path winds through the forest.""]",,"[""wind down, wind up""]"
wind 2,,intermediate,"[""Everyday Conversation""]","Air in natural motion, as that moving horizontally at any velocity along the earth's surface","[""The wind blew strongly.""]",,"[""strong wind, cold wind""]"
window,,intermediate,"[""Everyday Conversation""]",An opening in the wall or roof of a building or vehicle that is fitted with glass in a frame to admit light or air and allow people to see out,"[""He looked out the window.""]",,"[""open the window, look out the window""]"
wine,,intermediate,"[""Everyday Conversation""]",An alcoholic drink made from fermented grape juice,"[""They enjoyed a glass of wine.""]",,"[""red wine, glass of wine""]"
wing,,intermediate,"[""Everyday Conversation""]",A part of a bird's or insect's body that is used for flying or gliding,"[""The bird spread its wings.""]",,"[""bird's wing, spread its wings""]"
winner,,intermediate,"[""Everyday Conversation""]","A person who has won something, especially through skill or effort","[""He was the winner of the contest.""]",,"[""contest winner, award winner""]"
winter,,intermediate,"[""Everyday Conversation""]","The coldest season of the year, between autumn and spring","[""Winter is coming.""]",,"[""cold winter, during winter""]"
wise,,intermediate,"[""Everyday Conversation""]","Having or showing experience, knowledge, and good judgment","[""He is a wise old man.""]",,"[""wise decision, wise choice""]"
wish,,intermediate,"[""Everyday Conversation""]",Feel or express a strong desire or hope for something that is not easily attainable,"[""She wished for a better future.""]",,"[""make a wish, wish for""]"
with,,intermediate,"[""Everyday Conversation""]",Accompanied by (another person or thing),"[""She came with her friend.""]",,"[""with friends, with you""]"
withdraw,,intermediate,"[""Everyday Conversation""]",Remove or take away (something) from a particular place or position,"[""He decided to withdraw his money from the bank.""]",,"[""withdraw money, withdraw from""]"
within,,intermediate,"[""Everyday Conversation""]",Inside (something),"[""They stayed within the boundaries.""]",,"[""within the area, within limits""]"
without,,intermediate,"[""Everyday Conversation""]",In the absence of,"[""She can't live without her phone.""]",,"[""live without, without fail""]"
witness,,intermediate,"[""Everyday Conversation""]","A person who sees an event, typically a crime or accident, take place","[""The witness testified in court.""]",,"[""eye witness, witness statement""]"
woman,,intermediate,"[""Everyday Conversation""]",An adult human female,"[""The woman is reading a book.""]",,"[""woman's rights, old woman""]"
wonder,,intermediate,"[""Everyday Conversation""]",Desire or be curious to know something,"[""I wonder what will happen next.""]",,"[""wonder about, wonder if""]"
wonderful,,intermediate,"[""Everyday Conversation""]","Inspiring delight, pleasure, or admiration; extremely good; marvelous","[""They had a wonderful time at the party.""]",,"[""wonderful day, wonderful time""]"
wood,,intermediate,"[""Everyday Conversation""]","The hard fibrous material that forms the main substance of the trunk or branches of a tree or shrub, used for fuel or timber","[""The table is made of wood.""]",,"[""piece of wood, wood stove""]"
wooden,,intermediate,"[""Everyday Conversation""]",Made of wood,"[""He built a wooden fence.""]",,"[""wooden chair, wooden spoon""]"
